"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"
"MORN1"	0.0511142904264486	0.102800232289003	0.0443737691036512	0.0806287677473083	0.14608466772433	0.0418019733632563	0.111044844672256	0.0502262179443098	0.0364750510650715
"AL513477.2"	0	0.00363926446098126	0	0.00586366987423211	0.0212404418011895	0	0.0207548544827716	0.023834458779609	0
"RER1"	3.73831557631074	1.6598531101569	2.65420777442493	1.13626487650026	5.36940962684502	1.74937791094968	1.14096388304889	1.52164179420386	2.34902713771195
"PEX10"	0.192736641392597	0.104712873006697	0.155624423309928	0.0714180650560423	0.336165815322527	0.0811602046241329	0.0625962051905317	0.0516984272526255	0.161930208080317
"PANK4"	0.0835419409280316	0.122217140515051	0.138133804277075	0.0763191794358124	0.154318505344234	0.0994816828296126	0.0850753833007874	0.151314846642208	0.12675877804538
"AL139246.5"	0.0460097194707154	0.0255853164448717	0.0569215076026201	0.0114901602281943	0.347793137906392	0.0577481346019349	0.0373575205712909	0.00829868800155318	0
"PRXL2B"	0.0510215618811308	0.0217682921587576	0.0574781125696987	0.0194398884204472	0.0137076433819498	0.00588796893468691	0.0163456293398638	0.00170836150706185	0.272589000729076
"ARHGEF16"	0.025415941009894	0.0710274449918601	0.0662954598673166	0.0427061685847852	0.11070713780312	0.443383064070731	0.0985512678149013	0.165601500720765	0
"MEGF6"	0.0370904208119516	0.329071124809803	0.0943876604418869	0.407606294547884	0.104803487961186	0.0201925068114758	0.165124658006287	0.40460980841719	0.308474244967407
"AL513320.1"	0	0.0258265047841181	0	0.00516079589350878	0	0.00189552689771623	0	0	0
"TPRG1L"	0.154242272219556	0.0594211679958081	0.235576906602093	0.0536414674988926	0.370928791095497	0.101520183667086	0.0322115057756172	0.0311930808807927	0.172278303987372
"WRAP73"	0.213183080164567	0.214229149413253	0.120956102467606	0.164636890898676	0.298603069471706	0.21782351660853	0.401513054318628	0.23237337670579	0.738422532855584
"TP73"	0	0.00414395777804299	0.00179581574930412	0.00608416624032996	0	0.0626623072965155	0.00483318036317484	0	0
"SMIM1"	0.088734240433443	0.0397334086799635	0.122500980853548	0.0251600072914885	0.0903822661341277	0.0153022637427711	0.0549131864694792	0.0196439698338897	0
"LRRC47"	0.32871354029335	0.142748523593365	0.403821569285895	0.0948658736796597	0.381094419572964	0.121074766850783	0.112690408852778	0.0945783463831293	0.269815725770526
"CEP104"	0.264695791874013	0.323656520074341	0.165798446980763	0.291293452482163	0.150558655577205	0.332560036325531	0.33451146590552	0.261449473062323	0.132961042414572
"DFFB"	0.017969064458628	0.107452411598967	0.000700012460221792	0.0850093418106238	0.0246767347744546	0.0421735832427185	0.0706233247656377	0.117458145608206	0
"C1orf174"	0.252527391132292	0.288031210286626	0.289155570986634	0.177865781868749	0.307064501988956	0.118455835513108	0.239805464987841	0.0965154358491836	0
"LINC01134"	0.0127688480966755	0.033225924890902	0	0.0116751434253217	0	0.0166172620824101	0.0110418663404163	0.00563669896870956	0
"AL805961.1"	0	0.0237897897541027	0	0.0202468621454638	0	0.0284117676456115	0.0146200344104404	0.013318190062883	0
"AJAP1"	0.0262159601841011	0.00950914215544121	0	0.00258650233755149	0	0.037535492986331	0	0.00228214787542302	0
"NPHP4"	0.0088948662390015	0.0293340488244768	0.00180529529215094	0.0199341056433424	0	0.0101373330831141	0.0505652158785085	0.0476666434908524	0.115174200978981
"KCNAB2"	0	0.020289701373299	0	0.00116011689801911	0	0	0.00926204275861202	0.0208860633400395	0.267048220399191
"RNF207"	0.0414978976451849	0.25295867615883	0.0258963225928588	0.541224030746977	0	0.352133551428985	0.267429784842261	0.221849794312366	0.17914024817581
"ICMT"	0.537874967124735	0.129933866512026	0.326063751090331	0.0903959776536881	0.400154218355702	0.07342095612799	0.140994844285862	0.168554238516754	0.253196741337728
"LINC00337"	0.025950215051014	0.00695277989122356	0.00928005345310789	0.00725458079623897	0.0609131969399951	0.01749848093681	0.0182276563159082	0.00852867948522591	0
"GPR153"	0.0224567094545025	0.0131045329864159	0.0152797726369832	0.0032444052664484	0	0.0127869727449818	0.00978097463499848	0.0147351824416157	0
"ACOT7"	0.361104105529503	0.0868083551031745	0.727568595677722	0.0948485217989372	0.25758370607354	0.0124327971907013	0.0535559005227382	0.382670641746105	0.161930208080317
"HES2"	0.1964009672061	0.129837746316743	0.151096557733283	0.0978741539279939	0.387712185843492	0.480578762540651	0.0834515942139675	0.0367739450513025	0
"ESPN"	0.0113392569611698	0.00695209174536435	0.025211444348996	0.00650147525777567	0.0483909702169215	0.0629080423086014	0	0	0
"TNFRSF25"	0	0.439030968755029	0.101254195028512	0.301281401259832	0.003686500036865	0.0316067789677054	0.25417717960228	0.407978456230024	1.44710422322971
"PLEKHG5"	0.0534456661628848	0.127920970805722	0.0235600043696075	0.0837762809224563	0	0.0153810390810187	0.0616519679551912	0.126185282596201	0.158986741105742
"NOL9"	0.0755007826999687	0.300437639772538	0.0548953771973687	0.204183222508694	0.122780231350466	0.173390414420362	0.225043138587992	0.325968194744829	0.548249287607844
"ZBTB48"	0.0839611745330889	0.0866893810862541	0.115884536428758	0.154182071004689	0.069140015887493	0.0534813103283587	0.108080784647728	0.105971654899004	0.118185191358319
"KLHL21"	0.104044388881268	0.0447600117867892	0.160745103845712	0.044060630724146	0.0418633754030464	0.0528906782179306	0.0168399474502613	0.0965660252555336	0.108695652173913
"PHF13"	0.210343458380519	0.162772329838583	0.31147677274707	0.121585554947329	0.0941347432600313	0.144557292971248	0.144580307325565	0.0895161030563892	0.284540159228115
"THAP3"	0.157377813326253	0.0760062489464622	0.0989952521466876	0.0794487005247014	0.0846965644715508	0.102284701211501	0.0584519270021246	0.0416097837520574	0.160436386972565
"DNAJC11"	0.204436349981239	0.227772677822178	0.245707947666978	0.205621099185164	0.37248483645951	0.237377074601898	0.313702888893399	0.197516673748912	0.23554790195888
"LINC01672"	0	0.00678112474544245	0	0.015327834676004	0	0.0178885470652018	0.00513693264505285	0.0125459487662266	0
"AL591163.1"	0	0.00389235948482079	0	0.050554648390596	0	0.0362672313053294	0.0165084060803761	0.00134877810145455	0
"CAMTA1"	1.36993199702071	0.485112334156743	1.37716851762438	0.319598848472774	1.30203191752693	0.204787610226282	0.398948130518341	0.472449369860229	1.09117065486333
"VAMP3"	0.688653497938009	0.285311902668656	0.943441943427394	0.141652530510973	0.859394171796245	0.193586911745524	0.179503911556689	0.114279241215212	0.0901103852218968
"PER3"	0.0111269113251929	0.0470449440481448	0	0.0598226618962018	0	0.00674634095332544	0.100565840153117	0.0379210909370932	0.15752993068683
"TNFRSF9"	0.0542480449638668	0.0112159517655387	0	0.000476528016869092	0.105445987257959	0	0.0142452983392831	0.0148101411731609	0
"PARK7"	4.66431563956841	1.33629313183367	5.06897485682857	0.811198016043087	3.77071269263845	0.711552424894677	1.10387550813918	0.904533560303055	1.51485539425373
"AL034417.4"	0	0.038659200346497	0	0.0250470831818828	0	0.0284752565704066	0.0556550790430181	0.05248882456355	0
"AL034417.3"	0	0.0367407591074123	0	0.0595381355792328	0	0.0470631470866814	0.0113441165103703	0.0113662725016965	0
"ERRFI1"	0.871852200400595	0.707387771797948	1.1884008877808	0.83077004647402	0.783405066020862	0.525172667404751	0.578044010974123	0.577053455461404	0.498568215186746
"AL034417.2"	0	0.0756538676676157	0	0.0755919264098114	0	0.00882687629719695	0.0093493514645018	0.0610189218391677	0
"RERE"	0.756328543761279	3.45819321362999	0.542284177866686	3.30396194248253	0.374129840983329	2.3080168501073	3.24473710478099	2.48506193177209	16.043880278284
"ENO1"	5.36684984365978	1.14523470051983	9.8231650457233	1.02199831060375	6.16743174660471	0.74617960470127	1.2018096541563	1.27264869712452	2.18978592521689
"GPR157"	0.117794455247723	0.16059259336587	0.112990414064583	0.175571229985726	0.382268682270195	0.788535379445467	0.075747355604319	0.130696351883495	0
"MIR34AHG"	0.0405806376477141	0.256193050506058	0.0134143221583888	0.538951999655778	0.011064884482606	0.373351690375767	0.328512219774033	0.533004907274379	0.0503220611916264
"LNCTAM34A"	0.0547806207768873	0.0452200669854181	0	0.0941198118299516	0	0.12422307509937	0.0172375445244576	0.0613724820592729	0
"H6PD"	0.201601552127644	0.397021684642501	0.114378184570124	0.294503401938856	0.00384491164393042	0.042924415082209	0.254004171242314	0.143053139662526	0
"SPSB1"	0.017683841213253	0.052588477170963	0.104448408139707	0.0615523103419109	0.130956463329804	0.0115540460962196	0.0246114800657343	0.0310755426291395	0
"SLC25A33"	0.150456679138053	0.117528012446492	0.243135029287592	0.0674373793935989	0.149933636132533	0.0424328366937687	0.0837563817867431	0.0564554615175816	0.305442142906244
"TMEM201"	0.0224891078966941	0.0299656598698578	0.0176878396624358	0.037724107416723	0.00909128115622791	0.0209731412844142	0.0514222071922135	0.0427479374921044	0.345501580070161
"PIK3CD"	0.00863629454600727	0.00959048089093817	0.0210321916273082	0.0529804537107275	0	0.00414478417384084	0.0410957683400592	0.15857301452519	0.14541224371092
"PIK3CD-AS2"	0.0255019887919836	0.00759038632030216	0.0666427730311461	0.0162545727890475	0.0216038714137573	0.0186821468577342	0	0	0
"CLSTN1"	0.459468081028558	0.262463731257974	0.311147608711802	0.215591429013482	0.316440508244635	0.0703949529301191	0.365973965690725	0.534455208027722	0.222883210801017
"CTNNBIP1"	0.348771170288546	0.0956841876284497	0.513484304816403	0.0980751911371767	0.429520029954183	0.0260504113621058	0.117451582319877	0.0963565742580797	0.0163914272835307
"LZIC"	0.396280831767186	0.277403499487741	0.375133391386346	0.192756806058291	0.525862416732019	0.168885782111558	0.195362825069837	0.312182968984071	0
"NMNAT1"	0.07867261025086	0.193035203843349	0.0930416994152923	0.211543001072127	0.0109160771984979	0.103152515719989	0.153564594952109	0.134458484384473	0.264371951833381
"RBP7"	0.0384589561911205	0	0.00629897452694701	0.00473115994013215	0.0123786888492771	0	0	0.050363707589927	0
"UBE4B"	0.292701603766604	0.670885961790271	0.417777802906661	0.445525248187734	0.163700190079632	0.258415146129287	0.539544735823453	0.307562842506316	1.09903914396969
"KIF1B"	0.561612518652504	0.632824755170693	0.455004181797044	0.574400438267987	0.33927643592089	0.232472907176689	0.592343470865716	0.702658083001693	1.08305398055808
"AL139424.3"	0	0.129259303656951	0	0.120545156482839	0	0.060239298793765	0.132266563082384	0.124704861990079	0
"AL139424.2"	0	0.00747216832975771	0	0.00229714722037572	0	0.0165879856594126	0.0143222384655836	0.0146954332460106	0
"PGD"	0.441380653964414	0.123547025150691	0.876034837251525	0.0557355602050715	0.350933339390891	0.0763683986163081	0.105258775073056	0.208768282749589	0.159846547314578
"CENPS"	0.16964469549168	0.0463368415761971	0.107895574169605	0.0573922857480525	0.0826383149126385	0.036127345458643	0.0421889979884569	0.0886418984609097	0
"CORT"	0.0203378123332964	0.00508229247983346	0.00122064948317701	0.00659353660566353	0.0205006934815737	0	0.0324685855155346	0.0102039754925994	0
"DFFA"	0.6237070943476	0.712676346405779	0.565651707344322	0.658116012474824	0.385323530555226	0.39983746493346	0.732130394811729	0.486063974578539	0.201257078465476
"AL354956.1"	0	0.0221909804570051	0	0.0308611983737761	0	0.0114748776513995	0.00535978638035402	0.00117441122361318	0
"PEX14"	0.074701524274633	0.0989163391638814	0.125452415913617	0.117310030672826	0.0508247779908443	0.0764338049466692	0.0509450170206583	0.104084809536448	0.0827564221536295
"AL139423.2"	0.00586358945492072	0.02949805638708	0	0.0386499995957468	0	0.00442889552876657	0.0278813415205598	0.0244943358253697	0
"CASZ1"	0.0103515168077578	0.0108067918525435	0.0278846690089789	0.00722877328265474	0	0.007176755357849	0.00572122310596049	0.0393555762073802	0.0163914272835307
"TARDBP"	0.598816014091926	0.784033614179084	0.918783975362532	0.563475524347618	0.436871808302116	0.568432961998764	0.744045764313014	0.70229008750864	1.32541069760243
"AL109811.2"	0.0336108503503219	0.170404498309958	0.00838349457587901	0.161058798444938	0.0688073614293531	0.103239024278553	0.223461251598933	0.209611469272167	0.183422263074876
"SRM"	1.11226173207253	0.334019323746266	1.18257055176155	0.258910660731612	1.15852962657975	0.251222630352533	0.28439171623669	0.214417216081998	0.68854885046732
"EXOSC10"	0.299737330648847	0.431278564337388	0.36276353546485	0.327151594387552	0.185412867723635	0.233171778200473	0.42725082175514	0.371336476705727	0.543801946150684
"AL109811.1"	0	0.0301610537010954	0	0.0175101889094389	0	0.0354680775797442	0.0876504698368618	0.0185684785249104	0
"ANGPTL7"	0.0110991979719545	0.0177536636549132	0.0160269487074873	0.00318794602619278	0.0213401621852326	0.00118053022334451	0.00103865068474085	0	0
"UBIAD1"	0.152713107512837	0.180771555258482	0.0883844534720899	0.200126215013531	0.272519213594337	0.204941444250872	0.152618399102076	0.148170706359251	0.161930208080317
"AL031731.1"	0	0.142872375639125	0	0.104226141368884	0	0.00705082478375518	0.044683728935027	0.011444498447754	0
"FBXO2"	1.07496745867662	0.444337149978642	1.33454178323953	0.310460604803795	0.581602691618472	0.118115564545931	0.240338234757346	0.24589631017936	0.154165859386782
"FBXO44"	0.12089050135289	0.324824805371012	0.113427555417442	0.235890516301636	0.0403845923314605	0.038096382427184	0.23500898392229	0.185045127287075	0
"FBXO6"	0.0725616432324061	0.143891893822744	0.0966596618079123	0.0735080329600385	0.0437985674978168	0.0439372804508851	0.121803759808228	0.0700001763415338	0.093905531035778
"MAD2L2"	0.255278454808368	0.154501826318083	0.287650919444876	0.0810219269255684	0.250046681710749	0.079585449050261	0.0876026860588032	0.119842019175384	0.332835081568486
"DRAXIN"	0	0.0317924428710337	0	0.0364817804538467	0	0.0182042406424874	0.0608575471000123	0.0152625925657324	0
"AGTRAP"	0.713803191989727	0.23732317672556	0.371804848243454	0.140158350227753	0.403231803976895	0.115869276792488	0.125437488889987	0.222188946785708	0.140934395039109
"CLCN6"	0.110655806349376	0.365921722740539	0.0512977324830751	0.334428425629007	0.170377376635126	0.410392106743136	0.420202521575518	0.262512192260961	0.162091369339609
"NPPB"	10.3352465212209	2.78007222906259	12.2459271135204	3.72276198737348	6.66137451644971	1.85073584117679	2.6906087050184	8.43258697885783	15.4420210811926
"KIAA2013"	0.633097385568775	0.255629339785143	0.363901019575503	0.271154186725403	0.517309835380852	0.22313682931509	0.286493221767091	0.411298927673672	0.162286969831639
"PLOD1"	0.498684080444438	0.343213603459161	0.273420034247839	0.173948488092046	0.259499020963409	0.148543815932083	0.349787830597853	0.42391726149518	0.693924527218578
"MFN2"	0.227817116605802	0.0755571808866852	0.262909693178773	0.0823081194086792	0.269644005022272	0.064205065591359	0.144979439462713	0.251197253481018	0.0657764914819444
"MIIP"	0.143359901094028	0.209915543085435	0.13577119338908	0.217510539652897	0.286943909951519	0.266392922843517	0.448804370757158	0.345401179224411	0.394983124988539
"TNFRSF1B"	0.550466282514708	0.161904948066759	0.409804210877596	0.239035186418725	1.11192488625285	2.20634521462053	0.170748118192354	0.214840286910074	0.746067362240146
"VPS13D"	0.217640824549127	0.445125243070675	0.0894111254556143	0.534996896320497	0.140706932423544	0.781103542445805	0.497121828110964	0.318904779405386	1.98679140301409
"DHRS3"	0.951843917604837	0.59920324870249	0.460097777376506	0.681421245595281	0.349518800976971	0.118843029463224	0.658795974391057	0.466911445975567	0.235048344345667
"AC254633.1"	0	0.0253147922678707	0.0189830699425086	0.0361771747955239	0.00930301789900644	0.00766081417571607	0.0701601139502416	0	0
"AADACL4"	0.0237513433038213	0.0105864943783151	0.0233529160385898	0.0374463909087532	0	0.00507958180818889	0.0617762771705076	0.0226007788908351	0
"AADACL3"	0	0	0.0356634132917779	0.0194692367322028	0	0	0.023525028635061	0.0648095260650505	0
"C1orf158"	0	0	0.0233961911000889	0.0397213538068952	0	0.00527968330347672	0.0168938025994181	0.0117889323151588	0
"PDPN"	0.303864960103884	0.0988034930891114	0.149449335987153	0.0525348255151117	0.103519269429714	0.0492036885833479	0.0911859140443435	0.237548015468007	0.226342228339475
"PRDM2"	0.365381496684997	0.827199235965997	0.437195765913995	0.89256233284696	0.244889064717576	0.663323738190171	0.809150286554397	0.703321271592191	1.00147162808491
"KAZN"	0.3629835582539	0.202896373879694	0.232118625382341	0.159424821107186	0.811036899917352	0.849441315588264	0.328174367867947	0.342785204107466	0.0666844491864497
"AL031293.1"	0	0.210482590903398	0	0.142986495310142	0	0.0474656900620942	0.182839314490484	0.0966494847185431	0
"TMEM51-AS1"	0	0.128130026955968	0.0102088735528922	0.0629408027197309	0	0.0138095249563131	0.0355789305246161	0.0101198066572718	0
"TMEM51"	0.0190035308560331	0.0628830055039642	0.0391077855252645	0.0439414220341929	0	0.0134395019967017	0.0356543941343265	0.0551068156418718	0.0874814102003324
"AL031283.1"	0	0.0124085926724546	0	0.0113427433534893	0	0.00120993804391252	0.00670915097083727	0.0147138670754318	0.0814199641752158
"EFHD2"	0.489194754557168	0.173870856526593	0.518138892707921	0.126339743881358	0.963194929344223	0.169187925143678	0.243605319750785	0.188192036616171	0.258970470953305
"CASP9"	0.0641545767979823	0.10341268230616	0.100985935125129	0.0430827646646802	0.0484082750827297	0.0356166178377322	0.0442616374464847	0.0871356757280271	0.0364750510650715
"DNAJC16"	0.228993486750267	0.299353121434547	0.081253640169676	0.36299326977914	0.234652765378143	0.264807260845388	0.312922707225262	0.282652425746892	0.512098815341042
"AGMAT"	0.00286672755595996	0.126501764663978	0	0.0956742811059602	0	0.0561847262958103	0.0521334779955862	0.0799203031377024	0
"DDI2"	0.255334640234279	0.420116176586991	0.183660214836447	0.398343218655529	0.13619951833065	0.778099322350852	0.478055297915272	0.330175110015722	0.554103347340026
"PLEKHM2"	0.367570574824283	0.328695966099165	0.263810761927076	0.225781288128306	0.291709763884154	0.210706729624077	0.170366575591402	0.445962809509837	0.464664681453063
"AL450998.3"	0	0.00521041750033347	0	0.0129526740838228	0	0.0201277658656966	0	0.00122606040431794	0
"SLC25A34"	0.00682962143408391	0.0162260788607822	0.000523072738495015	0.0180413778441764	0	0.0127537330115136	0.00557721273063015	0.137769690066519	0.187846754988867
"FBLIM1"	0.345095304119393	0.66110666115155	0.516060822031398	0.976982801984533	0.121811061056464	0.308589473606103	0.675574423969194	1.21892679345275	0.341674732882108
